ASIN,Product Name,Amazon Price,WooCommerce Price,New Price
1107560349,Creativity Activity Service (CAS) for the IB Diploma Coursebook,2130.0,4078.0,2120.0
1398321885,Exam Practice Workbook for Mathematics for the Ib Diploma: Applications and Interpretation Hl,2050.0,4078.0,2040.0
